index,producer->batch_size,producer->linger_ms,producer->buffer_memory,producer->compression_type,producer->topics,broker->num.network.threads,broker->num.io.threads,broker->queued.max.requests,consumer->fetch_wait_max_ms
2421,6188,2,18987466,gzip,10,18,3,179,469
2422,18221,35,33498349,none,7,20,21,128,83
2423,208290,79,10921850,gzip,6,4,5,7,249
2424,101947,1,16677511,lz4,3,4,21,66,168
2425,155202,36,17583421,gzip,6,14,21,324,300
2426,123350,87,4516188,none,6,3,24,469,443
2427,55791,29,16745864,none,2,5,17,259,255
2428,103813,59,23703153,lz4,3,13,1,255,183
2429,156150,13,171220,snappy,1,7,5,289,300
2430,127788,98,5325459,none,9,20,21,356,103
2431,221933,37,19886609,none,1,18,1,395,43
2432,29713,42,13935793,snappy,5,13,6,92,357
2433,131654,37,9559706,lz4,9,6,22,58,415
2434,115322,17,6338079,lz4,5,10,7,471,90
2435,40854,5,7298746,none,6,3,17,135,118
2436,229641,52,2089889,snappy,5,2,19,289,426
2437,58416,92,29054463,snappy,9,11,14,335,170
2438,98506,46,6703984,lz4,10,5,14,436,248
2439,46408,30,29358412,gzip,9,19,11,351,333
2440,58768,74,26468329,none,5,14,14,478,500
2441,134275,49,15538077,none,2,3,16,491,93
2442,147310,92,2107499,none,4,13,17,196,297
2443,92243,32,12932957,lz4,5,4,15,171,276
2444,34501,60,11903399,none,10,17,5,120,419
2445,258972,12,5099327,snappy,2,6,1,463,298
2446,193970,84,19226869,snappy,3,7,16,90,69
2447,217746,40,8398314,snappy,9,15,10,369,106
2448,207541,40,15149235,gzip,3,7,15,340,336
2449,144125,96,13879155,snappy,10,13,23,156,163
2450,10410,34,24565443,gzip,5,6,11,227,174
2451,71150,93,24593898,none,5,1,6,93,320
2452,127983,51,2395075,gzip,5,1,9,78,434
2453,252007,38,3236,none,9,12,5,355,378
2454,83044,74,30264839,none,5,1,9,133,67
2455,51891,89,15895936,none,5,5,1,19,342
2456,182384,28,580105,lz4,9,10,8,341,472
2457,34170,24,23815884,none,6,3,14,296,496
2458,199485,90,31880508,snappy,1,4,1,481,265
2459,181887,46,11980352,none,10,4,22,391,388
2460,127757,99,26570323,lz4,10,8,12,336,28
2461,137863,42,3616581,gzip,5,1,20,53,413
2462,228,14,5158826,lz4,8,15,5,465,435
2463,101616,98,7503646,snappy,10,20,10,78,231
2464,159918,15,4808938,gzip,1,12,14,348,427
2465,163667,35,23996305,lz4,1,5,14,159,175
2466,86730,68,26668681,none,1,12,21,338,390
2467,45223,85,32117134,lz4,8,18,18,454,7
2468,46195,40,105793,snappy,8,14,19,11,34
2469,118593,27,18575673,snappy,9,1,2,376,292
2470,96384,85,18626085,snappy,4,14,13,444,439
2471,99717,41,24053556,gzip,7,18,7,441,325
2472,16728,9,1189786,lz4,9,8,1,242,344
2473,13984,55,16303341,lz4,7,11,7,146,434
2474,255602,100,1071565,lz4,2,14,3,184,6
2475,240344,43,2494062,snappy,4,19,23,444,179
2476,203820,49,3100824,gzip,7,7,21,162,80
2477,219268,39,24216978,lz4,3,4,1,341,169
2478,107047,13,27394531,lz4,5,20,24,43,231
2479,67580,43,10092365,lz4,9,9,22,245,4
2480,110186,21,17986680,gzip,10,16,18,18,228
2481,69933,78,3718194,gzip,2,1,8,212,13
2482,206735,42,13999473,snappy,9,14,15,78,35
2483,211787,62,23335936,gzip,3,9,21,301,419
2484,237271,86,10183116,snappy,4,6,21,156,347
2485,216010,80,22840454,lz4,9,9,21,169,257
2486,193816,62,14093967,none,7,1,19,241,118
2487,212945,67,21977920,lz4,8,3,2,318,144
2488,19146,54,10968804,gzip,9,7,17,499,68
2489,186407,17,3598560,lz4,10,12,4,349,35
2490,198046,26,3361306,snappy,1,1,11,200,391
2491,141562,31,27878772,snappy,5,11,8,360,397
2492,130324,50,20387904,snappy,2,17,14,70,86
2493,5554,73,31188106,lz4,5,9,6,314,342
2494,224870,100,20798004,none,3,4,20,348,39
2495,80912,12,23156245,none,7,9,18,254,395
2496,116233,1,14235909,snappy,5,8,23,400,407
2497,237225,57,13955452,snappy,6,15,24,457,24
2498,110846,12,9305834,lz4,4,15,24,313,374
2499,24340,92,13412555,snappy,3,17,2,299,240
2500,195422,80,11844964,gzip,4,14,11,403,48
2501,240147,20,21771788,lz4,6,11,8,126,17
2502,149306,45,5944221,none,9,20,4,363,55
2503,139333,54,24808477,none,8,13,19,396,359
2504,56892,3,13185270,snappy,4,9,5,86,267
2505,23266,53,2345715,gzip,6,16,12,17,27
2506,91687,61,8816662,snappy,9,1,8,105,146
2507,117603,39,10101539,snappy,3,18,2,14,426
2508,159282,19,19035484,none,8,18,5,73,241
2509,2650,45,14361706,gzip,5,9,23,184,469
2510,15535,5,16466213,snappy,1,20,24,297,402
2511,165024,32,10712134,gzip,7,7,19,463,348
2512,146367,63,19127748,lz4,3,11,14,280,213
2513,131956,79,30703831,gzip,3,15,3,395,356
2514,178131,1,10559998,none,1,18,11,56,42
2515,228956,76,1574577,none,3,12,20,192,442
2516,49155,42,533868,snappy,2,11,13,183,194
2517,43136,41,18949217,none,6,7,10,117,161
2518,196296,23,26303609,snappy,1,8,5,64,353
2519,73850,20,21626220,lz4,2,18,9,101,322
2520,7089,32,3023868,gzip,3,12,24,336,491
2521,100521,23,6593840,none,10,20,11,181,171
2522,58385,26,30235115,gzip,4,15,10,33,425
2523,209675,56,31056753,lz4,6,2,11,269,13
2524,112123,51,8842493,snappy,4,3,23,5,119
2525,187946,72,19416804,gzip,1,10,7,10,449
2526,252548,68,25189366,none,2,7,11,439,384
2527,85522,58,9341081,snappy,6,3,7,377,232
2528,181603,36,28726963,gzip,10,16,18,300,184
2529,125122,33,3145321,gzip,8,7,23,185,466
2530,155838,13,14447194,none,6,11,10,118,309
2531,27560,90,27260940,lz4,6,8,19,492,103
2532,4321,84,6585977,snappy,7,18,9,169,115
2533,259381,84,6119025,gzip,2,15,19,453,251
2534,106311,96,32522073,snappy,9,17,15,141,30
2535,70022,26,3211595,lz4,4,7,19,169,493
2536,160432,66,16457542,gzip,5,16,12,47,209
2537,62380,22,15390577,snappy,5,13,5,401,287
2538,172313,87,23332285,lz4,3,5,20,289,324
2539,56212,100,21848789,lz4,1,18,12,127,174
2540,57820,6,5749907,none,8,5,1,56,132
2541,130154,38,32715611,snappy,6,1,9,152,383
2542,208141,21,18339565,lz4,10,4,4,12,8
2543,104912,84,17261757,snappy,2,5,5,192,194
2544,216173,52,28286140,snappy,8,18,6,169,452
2545,90345,7,7527705,lz4,3,17,16,120,87
2546,237823,38,3629609,gzip,5,2,2,282,17
2547,187140,75,27599958,snappy,3,20,21,397,364
2548,73129,56,26543601,none,9,19,10,254,385
2549,26822,48,18564437,none,2,16,24,25,68
2550,110789,18,6627990,none,1,6,7,62,439
2551,84365,96,31082771,none,8,18,3,97,500
2552,200679,78,30959321,none,10,14,16,6,278
2553,204813,11,25246593,lz4,10,6,6,327,25
2554,49877,37,5237996,none,3,12,15,482,313
2555,234348,32,6024625,none,7,17,5,389,159
2556,80746,15,23475217,gzip,7,2,19,94,373
2557,205539,56,621728,gzip,3,20,10,229,490
2558,253112,33,12052114,lz4,2,6,15,262,23
2559,41159,66,20281169,snappy,6,4,5,113,54
2560,96514,13,11543308,lz4,9,5,12,163,262
2561,203633,77,13389643,lz4,5,1,7,414,156
2562,182755,3,2565288,gzip,4,12,7,179,318
2563,168689,68,1379340,lz4,6,15,22,292,500
2564,103385,55,21930299,gzip,4,15,10,494,250
2565,133969,29,20430457,gzip,9,4,4,295,31
2566,232607,92,7255308,lz4,10,15,15,160,337
2567,31758,37,8284540,lz4,8,19,4,198,351
2568,44317,9,14818256,lz4,6,20,9,181,204
2569,22622,100,1941711,lz4,1,13,1,156,285
2570,151347,28,13835511,none,1,5,12,312,271
2571,261388,57,19325727,gzip,3,16,10,150,228
2572,154434,18,23676004,snappy,6,8,10,390,369
2573,121951,35,17854727,snappy,5,15,1,34,107
2574,43587,50,32160989,lz4,1,20,19,301,205
2575,93180,33,7531115,gzip,3,4,8,440,412
2576,187848,90,5186242,none,9,16,16,63,258
2577,63769,63,9678186,gzip,3,10,13,269,177
2578,115611,82,14427390,lz4,3,17,2,129,193
2579,119021,43,4987709,none,9,10,10,224,191
2580,173147,7,26244514,gzip,9,11,22,390,444
2581,175012,95,14075182,snappy,3,19,23,82,227
2582,103485,35,12548989,lz4,1,11,14,164,82
2583,39500,30,9833324,gzip,1,7,7,444,440
2584,193881,78,25740943,snappy,8,16,7,478,6
2585,97949,55,1651052,gzip,9,2,9,167,76
2586,17309,1,5974252,snappy,5,11,10,431,429
2587,232263,6,23386182,gzip,5,6,6,438,368
2588,157759,48,13100041,snappy,8,8,20,372,383
2589,181255,5,18194190,gzip,4,3,9,485,364
2590,69089,1,15958702,gzip,10,8,5,23,443
2591,217161,86,17958595,lz4,5,8,22,196,384
2592,31126,27,23266498,gzip,3,4,18,264,188
2593,43236,91,18702301,none,5,15,24,300,240
2594,83343,83,417993,snappy,2,17,4,437,371
2595,74920,17,440278,none,7,12,16,465,235
2596,12358,82,10331734,lz4,2,7,7,25,195
2597,169435,7,29775813,lz4,4,3,11,28,327
2598,144787,84,33428652,gzip,10,19,9,389,217
2599,177811,56,21535104,lz4,8,5,14,224,79
2600,46607,66,27663503,snappy,2,16,1,59,175
2601,134701,40,26537745,lz4,1,3,22,346,377
2602,210147,98,30194998,snappy,8,11,1,171,224
2603,120340,66,12176668,lz4,4,2,3,265,186
2604,192284,66,19640423,none,9,3,21,103,110
2605,60739,96,11563347,snappy,9,3,7,12,3
2606,17996,35,33325914,none,3,10,10,163,277
2607,28701,78,21048878,none,4,20,17,317,208
2608,5410,4,25579666,none,10,14,23,464,493
2609,106086,77,33219988,snappy,4,15,1,93,467
2610,231581,27,27566836,snappy,4,18,4,63,122
2611,211432,79,31141775,lz4,10,16,8,196,463
2612,258201,87,6840825,none,10,2,1,282,35
2613,69503,76,8855099,snappy,4,18,1,491,273
2614,183522,31,14730316,gzip,3,16,24,106,111
2615,137617,74,8323202,snappy,9,8,11,439,403
2616,2427,94,23608298,lz4,4,15,8,12,234
2617,250854,21,2054302,gzip,8,17,16,412,371
2618,61655,37,29654115,lz4,5,11,14,470,133
2619,203400,61,12793380,none,7,6,12,211,267
2620,172496,49,13572096,snappy,4,5,21,261,57
2621,4370,46,32315172,snappy,7,9,3,304,257
2622,106334,4,15079828,lz4,8,18,20,269,235
2623,36944,67,8439258,lz4,5,14,22,58,67
2624,197171,88,14530131,none,4,11,14,367,131
2625,115178,58,20962890,snappy,7,8,19,175,410
2626,131090,20,9391315,none,6,14,23,218,398
2627,162051,90,7790510,snappy,9,16,23,331,495
2628,127941,11,23420748,none,3,2,20,215,261
2629,112774,62,8206149,snappy,7,16,20,296,392
2630,231850,95,3002172,snappy,9,17,7,430,364
2631,55952,51,9047864,none,8,16,22,33,272
2632,152977,50,29944464,none,1,16,1,335,85
2633,259954,39,19844314,snappy,4,14,9,261,152
2634,57504,2,3286923,snappy,7,5,8,63,206
2635,70643,3,3526616,none,7,12,12,377,201
2636,59984,58,30570860,none,4,14,20,331,141
2637,188802,43,14969073,lz4,7,12,12,190,140
2638,15012,59,9290854,none,9,11,20,223,387
2639,91603,41,17117778,snappy,9,15,13,137,153
2640,189890,56,27460736,snappy,4,10,17,217,286
2641,80499,85,18924250,snappy,5,2,9,132,370
2642,193498,74,15767047,lz4,8,13,1,41,285
2643,200766,15,10767006,gzip,5,14,14,67,463
2644,205495,95,15324188,none,9,11,8,175,472
2645,200484,97,31861437,gzip,5,12,17,455,244
2646,194308,10,2597354,gzip,9,14,23,459,169
2647,30950,62,21998587,none,4,5,6,198,104
2648,129026,43,4038005,snappy,2,19,8,205,305
2649,223757,84,25646497,none,9,12,21,461,56
2650,71350,27,20758674,gzip,1,19,18,492,57
2651,259005,71,31482399,lz4,1,19,19,459,160
2652,250227,65,16134535,none,7,6,10,210,374
2653,203060,14,8447432,snappy,6,6,23,455,252
2654,171595,22,8760432,gzip,10,10,4,60,404
2655,182282,75,27418892,none,6,11,10,430,39
2656,51088,53,25413963,lz4,2,19,7,117,119
2657,246186,32,5634757,snappy,7,8,16,264,482
2658,146637,32,17404910,snappy,9,2,7,413,449
2659,15830,19,16943546,gzip,1,3,17,382,49
2660,41815,12,20750450,none,4,19,23,235,19
2661,204537,5,10008230,lz4,10,14,21,326,101
2662,136410,21,446636,none,5,3,3,485,15
2663,252735,22,26602719,snappy,6,17,5,403,420
2664,73300,44,11017194,snappy,4,3,9,448,369
2665,191511,9,9884444,snappy,2,15,16,358,358
2666,40173,47,24017586,none,10,12,3,46,232
2667,215557,95,6423464,gzip,7,14,24,409,99
2668,119742,31,8238426,lz4,4,18,17,57,41
2669,206630,90,5582765,none,2,1,11,425,400
2670,117446,87,4739178,lz4,3,10,10,77,302
2671,175711,76,20008209,lz4,3,17,14,154,326
2672,216986,63,32875913,lz4,9,8,7,492,100
2673,172780,87,11617991,none,3,4,13,286,71
2674,164415,74,7288076,lz4,9,3,15,263,153
2675,111165,66,2401260,gzip,10,5,2,357,81
2676,238299,72,31612876,gzip,2,13,24,289,228
2677,88004,88,7926297,none,10,6,17,480,358
2678,115986,24,27286037,lz4,9,7,19,85,316
2679,137099,15,20467891,none,10,13,21,157,265
2680,18344,37,10939689,snappy,9,6,13,433,344
2681,152903,46,16493723,lz4,9,17,10,65,274
2682,233453,55,29140282,none,8,14,2,188,460
2683,120087,78,27967003,none,7,10,24,477,33
2684,110699,1,18788716,none,8,16,14,290,31
2685,147744,29,16051194,lz4,3,15,1,129,203
2686,164141,28,28475452,lz4,5,10,13,202,387
2687,53204,73,9642180,none,4,14,23,21,179
2688,252296,7,5371408,none,6,18,9,195,56
2689,173335,50,31069416,gzip,3,3,7,208,245
2690,50482,20,1812573,gzip,7,12,9,75,496
2691,72457,14,13684465,gzip,1,16,4,432,195
2692,114094,44,17721804,gzip,7,20,15,257,176
2693,160998,15,19772616,snappy,10,7,20,88,317
2694,12131,2,29464339,lz4,2,20,3,333,468
2695,231919,66,26835100,lz4,9,5,1,288,343
2696,260474,57,15113698,lz4,2,7,24,211,62
2697,154363,24,19468326,none,5,19,2,191,144
2698,187263,53,20791467,gzip,4,2,12,217,253
2699,145178,75,26109285,lz4,6,20,22,476,234
2700,172353,25,17740043,lz4,8,12,7,31,342
2701,83480,45,25856177,lz4,3,6,13,81,257
2702,63079,23,20423338,snappy,1,5,12,463,68
2703,2547,42,6777457,gzip,3,10,5,323,220
2704,188981,67,5276300,gzip,5,19,24,303,31
2705,126642,90,19190438,snappy,8,11,10,434,296
2706,111802,60,18464010,snappy,9,17,4,289,154
2707,224484,25,12787467,gzip,5,11,1,475,78
2708,99119,47,15995157,none,4,19,17,24,379
2709,111860,39,15252150,snappy,6,17,24,361,457
2710,248916,34,12861828,lz4,3,1,20,231,227
2711,217083,50,4626109,lz4,1,11,23,368,357
2712,247136,29,20735565,snappy,2,15,15,406,208
2713,25890,28,33090572,lz4,4,5,24,126,219
2714,16865,28,19697564,none,7,20,9,298,182
2715,204922,87,32146972,gzip,7,11,9,259,99
2716,26764,13,15106926,snappy,8,19,5,117,291
2717,196771,63,11218066,snappy,10,19,13,263,341
2718,10683,42,8367272,none,5,2,7,129,10
2719,74830,45,11357257,snappy,5,9,20,86,339
2720,198809,30,17538696,lz4,7,13,17,423,63
2721,238023,70,23777714,snappy,6,10,14,137,177
2722,243542,47,19905514,snappy,8,18,1,203,473
2723,217226,47,32724224,gzip,10,3,4,366,465
2724,213806,29,9026137,none,8,1,14,357,392
2725,110031,56,18477483,lz4,9,4,18,248,374
2726,133931,67,28348307,gzip,1,11,1,205,155
2727,180436,3,19689807,lz4,9,15,1,218,195
2728,44696,8,32182903,lz4,5,14,14,107,348
2729,183404,89,27170242,none,5,9,20,145,489
2730,56444,73,26425995,gzip,6,4,22,41,470
2731,178021,15,14617360,none,7,16,5,443,362
2732,49629,98,28740656,snappy,8,10,19,33,320
2733,256799,55,12288514,lz4,4,7,22,353,250
2734,154321,51,11633034,none,5,16,17,489,252
2735,89604,90,14679281,none,9,4,13,143,293
2736,250390,19,490909,lz4,2,10,6,496,67
2737,16803,53,12369784,lz4,10,20,17,483,70
2738,23419,56,4416219,none,2,6,18,449,221
2739,235396,28,17121101,lz4,8,6,19,214,243
2740,107565,86,29759849,snappy,3,18,8,175,314
2741,77129,89,13138372,snappy,5,14,12,219,354
2742,184235,1,2854824,gzip,8,14,7,393,187
2743,210313,88,16402237,lz4,2,17,14,286,391
2744,14080,57,10361358,snappy,9,5,12,457,298
2745,130881,2,8419605,gzip,10,20,1,411,160
2746,89839,53,7366697,gzip,9,8,5,398,462
2747,38242,75,19610718,none,7,4,8,406,280
2748,256590,54,30820378,lz4,4,1,21,267,29
2749,161181,49,16590888,gzip,3,20,21,443,325
2750,187078,61,19240108,gzip,7,19,14,40,386
2751,96970,75,24093073,gzip,5,20,1,391,363
2752,220887,64,20080036,lz4,6,18,23,483,37
2753,35706,37,12129050,lz4,10,15,9,127,207
2754,47600,15,27984289,none,4,14,10,450,488
2755,54228,37,10062903,snappy,6,6,8,498,115
2756,220395,9,19368474,none,6,1,10,315,171
2757,108669,86,16692961,lz4,6,12,16,313,17
2758,228709,69,3677390,lz4,6,17,22,394,347
2759,178441,20,20075789,gzip,7,9,22,7,107
2760,108522,57,7550053,snappy,4,9,4,274,213
2761,202336,100,23511077,lz4,6,18,19,429,297
2762,40022,92,5802469,none,7,18,14,278,352
2763,72202,35,32569233,none,10,9,19,16,456
2764,90788,31,7670134,lz4,4,20,7,147,91
2765,142706,13,23313518,none,2,16,6,1,404
2766,154669,8,13479023,none,7,20,23,18,329
2767,95060,68,13825889,gzip,4,18,6,38,152
2768,61443,45,17141674,none,4,4,13,73,142
2769,116476,53,14571386,none,9,15,3,350,100
2770,23372,53,9447675,none,4,2,5,366,277
2771,165233,1,22915507,gzip,8,7,6,494,429
2772,183583,71,11157448,lz4,8,1,15,181,194
2773,218775,72,3175606,none,5,17,11,83,42
2774,220556,81,20853889,none,8,2,15,236,152
2775,112294,64,12674470,gzip,9,4,8,261,58
2776,88363,25,6177749,snappy,10,3,20,170,401
2777,49094,20,31786296,gzip,2,13,9,242,323
2778,101274,49,13296114,none,2,19,10,283,162
2779,23178,6,23920968,lz4,1,5,23,199,358
2780,217509,54,16570705,lz4,6,14,15,211,80
2781,223423,96,29124231,gzip,10,13,10,484,373
2782,89394,54,19778776,gzip,5,2,7,189,414
2783,57284,53,7602579,none,1,17,8,455,122
2784,8422,49,20088273,snappy,6,19,6,17,64
2785,39291,15,19381804,lz4,4,15,13,461,416
2786,86427,21,12147709,lz4,6,6,22,421,135
2787,12287,63,11778461,snappy,8,2,20,243,98
2788,186291,96,10017378,gzip,4,14,19,277,181
2789,216275,11,29960609,gzip,7,6,23,413,59
2790,21317,89,1957392,snappy,3,13,5,475,168
2791,54291,23,25700157,gzip,7,7,8,418,263
2792,227484,59,7151467,snappy,6,11,14,488,473
2793,220233,13,31156735,lz4,3,8,5,485,150
2794,193272,30,9847966,none,6,7,14,1,166
2795,9904,29,25082610,lz4,9,9,19,97,141
2796,11972,92,2608697,none,4,9,15,221,187
2797,145810,29,33257625,snappy,10,3,12,274,255
2798,225699,91,7337630,none,7,8,13,173,369
2799,173440,91,20254841,gzip,5,14,8,43,81
2800,179265,24,1890694,snappy,5,4,20,353,411
2801,170297,1,2207375,none,6,15,11,136,278
2802,55781,46,7419440,gzip,4,13,21,153,50
2803,134524,50,16316625,none,7,16,14,483,415
2804,114042,5,22966061,none,4,11,1,295,25
2805,56843,47,28130365,snappy,7,19,5,42,221
2806,231721,38,7112554,none,1,20,19,375,451
2807,181093,59,26531898,none,6,2,6,328,6
2808,34898,47,5272349,lz4,1,7,6,57,15
2809,137443,28,13054292,lz4,3,5,15,220,150
2810,176392,39,30758760,gzip,3,6,4,210,138
2811,256788,16,25133431,none,6,7,11,427,53
2812,8297,65,33115397,lz4,6,11,20,339,272
2813,260234,68,19953593,none,2,9,10,472,455
2814,233124,49,33199093,gzip,9,14,6,451,230
2815,257271,42,29779704,lz4,6,19,13,126,177
2816,160069,44,28654734,none,5,10,22,478,124
2817,130482,81,28441431,none,8,18,20,234,276
2818,232987,37,19962385,lz4,10,18,18,157,201
2819,221418,50,28694238,lz4,6,9,8,460,214
2820,71475,73,30245306,gzip,6,1,10,345,296
2821,181707,78,11488138,lz4,2,14,23,258,475
2822,126324,12,14707161,gzip,1,8,3,31,303
2823,117825,80,3797804,lz4,4,7,2,7,183
2824,257469,68,9283790,snappy,7,10,23,251,249
2825,142318,57,18851262,snappy,7,3,11,79,373
2826,184521,60,4116646,gzip,8,9,2,173,136
2827,55725,38,31958198,lz4,10,20,23,134,277
2828,17553,14,28047401,lz4,8,6,4,430,282
2829,248693,83,29591853,lz4,9,6,9,463,203
2830,202615,56,144478,lz4,4,19,15,252,464
2831,173518,92,16279137,none,3,10,11,335,136
2832,29814,88,22756776,lz4,3,3,1,74,321
2833,129670,40,31918588,none,8,20,24,318,202
2834,244168,24,3559294,snappy,8,2,19,480,121
2835,233676,8,18083151,gzip,1,3,1,212,458
2836,181445,59,14845384,gzip,4,18,6,174,181
2837,214828,61,4289283,snappy,4,20,6,8,356
2838,255015,1,29725759,snappy,7,6,12,147,264
2839,158629,85,12424817,lz4,8,15,23,497,361
2840,100797,99,5641113,lz4,2,5,17,35,127
2841,253181,56,18105182,gzip,10,11,17,482,190
2842,174675,35,30662182,none,10,20,24,120,71
2843,186380,93,2331213,gzip,9,4,2,84,432
2844,54696,77,18375392,gzip,3,20,13,136,227
2845,147562,56,10886227,lz4,2,8,8,371,41
2846,101581,68,16524657,lz4,2,1,9,79,213
2847,33725,6,7964397,gzip,8,16,17,273,132
2848,111541,38,16793900,gzip,8,4,23,293,66
2849,59593,71,10576149,none,2,12,9,206,254
2850,148239,94,7683640,none,9,17,18,186,470
2851,215991,61,24619235,none,8,4,9,176,317
2852,202125,8,20678604,snappy,1,4,22,62,187
2853,135785,70,16846510,lz4,10,19,9,40,8
2854,77763,58,13316764,gzip,10,2,10,315,130
2855,146660,46,31711224,snappy,6,1,23,495,233
2856,83794,6,22354047,snappy,3,5,15,147,372
2857,199645,8,9626354,lz4,2,14,11,257,295
2858,144156,34,16043832,lz4,8,19,22,211,208
2859,125794,82,6656196,lz4,7,12,9,271,46
2860,77230,56,24487326,snappy,7,18,14,79,70
2861,153374,32,8195623,none,10,11,24,348,474
2862,165673,47,12248837,lz4,2,4,5,2,385
2863,82511,95,13248931,gzip,7,17,1,204,349
2864,89484,16,17509560,none,8,5,8,496,380
2865,174345,53,24796434,none,9,14,24,91,484
2866,54039,21,18070051,snappy,2,8,19,438,295
2867,188312,86,18584814,gzip,3,8,22,384,340
2868,143600,82,9889679,none,9,6,9,356,372
2869,251585,39,3556530,lz4,4,8,11,164,470
2870,35109,64,25969548,none,1,5,3,397,216
2871,28911,88,28017286,lz4,5,14,20,286,269
2872,156842,68,31665231,gzip,4,12,21,434,359
2873,12765,96,19913136,none,3,9,9,73,62
2874,141013,25,7332338,snappy,7,13,12,465,430
2875,183977,3,21000943,lz4,3,5,19,144,292
2876,173302,80,1928161,snappy,9,10,21,178,332
2877,136425,51,12889422,none,4,15,4,386,189
2878,202050,31,8992205,lz4,5,9,9,39,306
2879,45327,39,25635898,gzip,10,20,3,477,158
2880,149249,53,9180459,lz4,2,1,1,218,319
2881,31923,9,1950477,none,6,4,12,456,172
2882,137769,88,32471669,snappy,8,11,15,270,242
2883,122783,4,12695984,none,6,11,2,102,446
2884,146097,7,2930251,snappy,1,5,6,6,418
2885,56488,41,28919155,lz4,4,3,14,76,96
2886,1872,35,8192719,none,5,19,24,197,71
2887,109315,47,20334465,lz4,4,13,9,354,457
2888,90034,6,15754336,none,2,10,1,130,65
2889,48618,68,22802820,gzip,4,20,19,308,359
2890,183283,93,3429358,lz4,9,14,14,158,484
2891,49356,47,27934058,snappy,1,11,15,412,48
2892,258635,43,25652637,lz4,2,9,15,402,381
2893,256133,96,4746616,gzip,1,17,18,420,493
2894,231418,20,18289746,lz4,5,20,10,491,224
2895,190386,89,10345403,gzip,5,6,1,160,183
2896,208085,45,20628644,gzip,3,16,14,57,342
2897,225872,98,26786325,lz4,10,11,4,491,452
2898,201552,30,3951994,none,4,8,21,243,24
2899,114905,75,3923386,gzip,2,17,9,155,437
2900,176907,14,14597056,snappy,2,20,1,111,188
2901,80829,59,26364904,none,4,8,22,262,196
2902,150053,5,4147879,snappy,10,1,2,305,20
2903,136786,12,11737958,none,9,19,7,208,4
2904,116370,5,9634151,snappy,8,9,5,80,85
2905,76444,61,23541953,lz4,8,4,17,449,373
2906,35287,10,2689830,gzip,1,10,4,499,463
2907,51632,18,2272139,lz4,10,9,12,3,345
2908,129343,2,10034354,lz4,1,14,19,441,66
2909,67846,95,4534217,lz4,6,4,8,411,124
2910,187784,91,13141372,lz4,8,19,3,134,273
2911,170729,94,21587106,gzip,8,10,21,280,456
2912,132813,52,4363408,gzip,8,11,4,84,247
2913,106018,90,28032122,snappy,10,16,5,80,266
2914,239168,57,9419267,snappy,3,12,16,153,371
2915,248312,24,25534039,snappy,1,14,24,3,430
2916,247166,22,23456820,none,5,4,4,469,387
2917,60871,66,17892112,lz4,5,7,2,260,487
2918,35265,49,25484244,gzip,10,20,17,153,308
2919,208670,76,1403163,snappy,4,20,20,330,181
2920,72565,21,16928553,gzip,9,3,13,34,39
2921,138573,83,32450681,lz4,6,20,10,331,343
2922,10352,9,13109010,gzip,2,19,2,204,475
2923,234373,32,9224969,none,5,1,9,382,459
2924,27342,25,8871716,lz4,4,3,7,487,500
2925,10916,15,16617702,snappy,3,1,14,488,439
2926,100245,40,21428328,gzip,8,4,15,235,50
2927,211728,31,7225467,gzip,4,11,7,276,437
2928,116518,33,33365853,gzip,1,10,6,244,160
2929,205168,39,28120077,none,6,11,5,302,461
2930,34336,59,22672445,lz4,10,4,14,419,498
2931,24465,24,28795152,lz4,9,13,7,314,382
2932,6798,57,14126017,lz4,2,19,18,85,161
2933,180250,64,22249062,lz4,4,4,18,364,261
2934,20216,69,29866587,gzip,8,8,15,326,135
2935,134596,72,28427658,gzip,9,5,16,240,47
2936,149687,18,25221379,snappy,5,12,8,127,210
2937,178334,28,20167451,snappy,4,11,20,120,377
2938,145797,97,9488439,snappy,9,20,4,428,238
2939,219901,8,5740167,lz4,6,8,9,325,46
2940,214709,1,702047,lz4,9,19,22,358,181
2941,75551,80,20550405,none,10,12,13,389,144
2942,72798,52,6599971,lz4,10,4,3,437,143
2943,197817,53,28132600,snappy,10,12,17,397,208
2944,227898,11,628465,gzip,2,6,17,316,72
2945,56743,27,21005754,gzip,8,19,2,462,33
2946,37749,16,26578220,snappy,1,18,23,61,110
2947,221033,4,25753488,snappy,10,12,11,350,179
2948,115412,41,18682451,snappy,7,17,14,477,374
2949,153222,41,4759515,lz4,8,20,10,199,447
2950,94919,15,8901931,lz4,6,4,17,153,225
2951,242980,67,29321435,lz4,5,13,2,145,191
2952,253957,26,9600570,gzip,4,8,3,253,44
2953,74392,22,11657819,gzip,1,16,10,478,59
2954,41665,82,21317999,none,4,9,10,385,454
2955,180977,29,9715488,none,5,2,13,43,242
2956,129400,45,15479266,none,1,9,23,192,333
2957,43508,49,13544217,snappy,8,11,24,347,42
2958,218862,72,23787741,lz4,10,11,1,394,276
2959,236080,17,30156095,gzip,2,4,4,411,430
2960,209739,93,13725993,snappy,5,13,18,367,47
2961,145550,24,587949,snappy,10,13,8,45,316
2962,171196,88,1874070,snappy,6,1,4,104,367
2963,235220,8,2714698,none,8,13,6,365,11
2964,175109,71,17294051,lz4,9,13,10,84,220
2965,49523,44,16093897,gzip,5,6,21,240,409
2966,247431,23,8924971,none,4,10,3,404,168
